Date,Volume,Open,Close,High,Low
2023-02-03,19094200,59.800000000000004,59.762,60.804,59.625
2023-02-02,24187660,60.763000000000005,60.577,61.314,59.975
2023-02-01,26552700,58.357000000000006,60.275000000000006,60.83,58.27000000000001
2023-01-31,23719070,58.20700000000001,58.501000000000005,58.723000000000006,58.0735
2023-01-30,16984060,58.300000000000004,58.14500000000001,58.961000000000006,57.976
2023-01-27,19344650,59.33200000000001,59.099000000000004,59.925000000000004,59.019000000000005
2023-01-26,24524570,59.041,59.858000000000004,60.056,58.62601
2023-01-25,13765940,57.766999999999996,58.568,58.697,57.604
2023-01-24,13824660,57.84400000000001,58.503,58.66900000000001,57.563
2023-01-23,23428820,57.2,58.163000000000004,58.47925000000001,56.978
2023-01-20,22950830,56.303,57.078,57.136,55.911
2023-01-19,22693820,56.912000000000006,56.322,57.006,56.031
2023-01-18,15703660,58.321000000000005,57.429,58.756,57.37200000000001
2023-01-17,15835060,57.49,57.92400000000001,58.536,57.454
2023-01-13,19647500,57.715,57.900000000000006,58.193,57.6675
2023-01-12,19363950,57.559000000000005,58.19400000000001,58.511,57.376000000000005
2023-01-11,22502470,57.300000000000004,57.814,57.834,56.687000000000005
2023-01-10,44635320,57.20001,57.492999999999995,57.513000000000005,54.999
2023-01-09,37738740,59.23,57.689,60.1675,56.056
2023-01-06,35209240,56.312000000000005,58.842999999999996,59.1,56.2305
2023-01-05,16278850,55.571000000000005,55.502,55.98400000000001,55.112
2023-01-04,17073590,56.29900000000001,56.024,56.816,55.603
2023-01-03,20173140,56.5,55.348000000000006,56.757000000000005,55.079
2022-12-30,14377260,55.18200000000001,55.913000000000004,55.965,54.801
2022-12-29,18176060,55.185,55.781,56.260000000000005,55.05006
2022-12-28,15411560,55.164,54.489000000000004,55.777,54.245000000000005
2022-12-27,16677040,55.155,55.354,55.810500000000005,54.69400000000001
2022-12-23,13761020,55,55.242999999999995,55.36175,54.745000000000005
2022-12-22,27554130,55.33500000000001,55.309000000000005,55.49400000000001,54.720000000000006
2022-12-21,25619120,54.766999999999996,56.123000000000005,56.191,54.69500000000001
2022-12-20,29180550,54.516999999999996,54.402,54.900000000000006,54.091499999999996
2022-12-19,25093180,55.402,54.963,55.648,54.572
2022-12-16,49548980,55.745000000000005,55.591,55.98,55.087
2022-12-15,36903330,56.378,55.800000000000004,56.64876000000001,55.77000000000001
2022-12-14,35204810,56.855,57.44400000000001,58.565,56.773
2022-12-13,40416290,57.58200000000001,57.104,58.184000000000005,56.503
2022-12-12,23418420,54.475,55.663000000000004,55.687000000000005,54.224000000000004
2022-12-09,37026500,55.09400000000001,54.47200000000001,55.264,54.1
2022-12-08,27514310,52.080999999999996,53.108000000000004,53.242,52.03848000000001
2022-12-07,16523850,51.96000000000001,51.85,52.49985000000001,51.605
2022-12-06,19655130,53.065,52.58200000000001,53.357000000000006,52.175000000000004
2022-12-05,18549830,53.777,53.064,53.94800000000001,52.548500000000004
2022-12-02,19319530,53.705,54.08,54.27000000000001,53.608000000000004
2022-12-01,23006450,55.103,55.075,55.242,54.19550000000001
2022-11-30,47349390,52.411,55.103,55.166,51.78300000000001
2022-11-29,12695850,52.300000000000004,52.139,52.58500000000001,51.483000000000004
2022-11-28,23510640,52.524,52.221000000000004,52.876000000000005,51.624
2022-11-25,7455390,53.06900000000001,52.991,53.458000000000006,52.94800000000001
2022-11-23,13967170,53.035000000000004,53.364000000000004,54.148,52.879999999999995
2022-11-22,18919680,52.297000000000004,53.004999999999995,53.028,51.901
2022-11-21,18621620,51.29400000000001,51.74400000000001,52.08500000000001,51.111000000000004
2022-11-18,14538710,51.687000000000005,51.516,51.773,51.1
2022-11-17,20385030,50.5,51.211000000000006,51.273990000000005,50.314
2022-11-16,25405040,51.672000000000004,51.173,51.854,51.028
2022-11-15,23315390,52.99600000000001,52.442,53.257000000000005,51.591
2022-11-14,21601820,51.539,51.322,52.502,51.300000000000004
2022-11-11,26728320,50.480000000000004,51.809000000000005,51.900000000000006,50.2
2022-11-10,33970280,49.1,50.657000000000004,50.717000000000006,48.7192
2022-11-09,23694980,47.85,46.947,47.900000000000006,46.903
2022-11-08,20743210,48.124500000000005,48.211000000000006,48.88,47.35
2022-11-07,17687450,46.677,47.522000000000006,47.774,46.157000000000004
2022-11-04,28890540,45.68600000000001,46.53,46.889,45.328
2022-11-03,23887270,45.094,44.412000000000006,45.28593000000001,44.136
2022-11-02,21091310,47.028,45.603,48.045,45.572
2022-11-01,16324380,47.5795,46.79,47.682500000000005,46.31700000000001
2022-10-31,19258610,46.685,47.012,47.281000000000006,46.50101000000001
2022-10-28,23096080,45.696,47.29,47.434,45.5645
2022-10-27,18511860,46.605000000000004,45.54,47.077,45.49101
2022-10-26,29315190,45.79900000000001,46.118,47.1755,45.5343
2022-10-25,18246090,45.79900000000001,46.007000000000005,46.426,45.683
2022-10-24,25287010,45.273,45.652,45.87899,45.111000000000004
2022-10-21,26979680,43.209,44.973000000000006,45.066,42.917
2022-10-20,23403190,43.513000000000005,43.03,44.219,42.814
2022-10-19,12702350,43.32300000000001,43.53,43.830000000000005,43.088
2022-10-18,20340870,44.821,43.483000000000004,44.855000000000004,43.016000000000005
2022-10-17,24120090,43.955000000000005,43.537000000000006,44.124,43.339
2022-10-14,22816710,44.328,42.71000000000001,44.396,42.641000000000005
2022-10-13,27984380,41.742000000000004,43.797000000000004,44.377,41.506820000000005
2022-10-12,15046250,43.225,43.057,43.572,42.801
2022-10-11,28046330,43.52,43.076,43.870000000000005,42.558
2022-10-10,33454120,46,43.77,46.010000000000005,43.184
2022-10-07,28425460,47.238,46.048,47.334,45.902
2022-10-06,17250000,48.379000000000005,47.95,48.97,47.8715
2022-10-05,18493240,47.255,48.480000000000004,48.80861,47.146
2022-10-04,27276960,46.85,47.986000000000004,48.016000000000005,46.586000000000006
2022-10-03,21478930,44.92400000000001,45.678,46.09536,44.6965
2022-09-30,27202200,44.906000000000006,44.401,45.78185,44.3635
2022-09-29,39996620,46.09,45.013000000000005,46.137,44.488
2022-09-28,27605440,46.134,46.596000000000004,46.875,45.635000000000005
2022-09-27,17851610,46.955000000000005,46.475,46.989000000000004,45.651
2022-09-26,19360950,46.898,46.226,47.330000000000005,46.131
2022-09-23,29649070,47.495000000000005,46.868,47.79900000000001,46.2
2022-09-22,23539990,48.243,47.761,48.321,47.300000000000004
2022-09-21,20669130,49.099000000000004,48.214,49.988,48.177
2022-09-20,17131640,49.6,49.306000000000004,49.883,48.97200000000001
2022-09-19,17948260,49.44200000000001,50.184,50.339,49.44200000000001
2022-09-16,59012140,49.772000000000006,50.25,50.369,48.986000000000004
2022-09-15,36573610,50.893,50.014,51.156000000000006,49.728
2022-09-14,20604500,50.713,51.075,51.300000000000004,50.277
2022-09-13,35136030,51.38400000000001,50.365,51.827,50.168000000000006
